12,intercom-rails
50,intercom
4,ace-rails-ap
1,active_utils
170,active_merchant
175,activemerchant
3,encryptor
11,attr_encryptor
237,iso4217
2597,iso3166
2,country_select
7,biggs
5,charlock_holmes
2,currency_data
9,easy_money
7,oj
72,rabl
76,apipie-rails
21,strong_parameters
1,weakref
6,ref
90,v8
106,execjs
112,coffee_script
117,coffee-script
133,coffee-rails
1,uglifier
77,chunky_png
311,compass
325,compass-rails
128,webrick
1,abbrev
41,highline
443,capistrano
2,parallel
8,parallel_tests
6,sextant
3,prettyprint
11,pp
2,coderay
3,ipaddr
1,debug_inspector.so
6,debug_inspector
12,binding_of_caller
61,better_errors
54,quiet_assets
2,meta_request
3,method_source
5,slop
3,readline
1,ruby_debug.so
1,tracelines19
63,linecache19
76,ruby-debug-base
1,columnize
1,e2mmap
99,irb
297,ruby-debug
303,debugger
617,pry
684,pry-rails
4,pry-debugger
10,coolline
296,pry-coolline
5,pry-stack_explorer
1,rspec-rails
1,find
19,listen
2,terminal-notifier-guard
70,launchy
80,letter_opener
1,English
8,hodel_3000_compliant_logger
19,oink
89,chronic
1,flux_capacitor
101,delorean
9,sprockets
87,tzinfo
1,hike
2,callsite
2,rdoc
2,bcrypt_ext
16,bcrypt
11,csv
6,optparse
16,active_support
2,action_pack
18,i18n
27,active_model
2,rack
61,action_dispatch
3,logger
2,psych.so
56,psych
2,yaml
1,base64
156,rails
2,bigdecimal
82,arel
138,active_record
52,abstract_controller
6,erb
16,action_view
88,action_controller
12,action_mailer
4,active_resource
4,pg_ext
9,pg
1202,haml
1205,haml-rails
3,jquery-rails
2,jquery-ui-rails
201,sass
4,sass-rails
214,bootstrap-sass
2,bootbox-rails
2,select2-rails
20,ostruct
55,json
3,orm_adapter
43,warden
68,journey
3,delegate
2,tmpdir
15,tempfile
262,devise
1,multi_json
126,simple_form
37,erubis
22,singleton
195,responders
204,inherited_resources
1,subexec
1,shellwords
27,mini_magick
2,carrierwave
291,acts-as-taggable-on
3,pg_search
27,whenever
3,acts_as_list
2,default_value_for
28,zentest_mapping
38,inline
56,fuzzystringmatch
58,state_machine
3,figaro
484,backports
1,descendants_tracker
